aX,aY,aZ,gX,gY,gZ
0.085,0.132,-1.019,5.310,0.305,-2.197
0.089,0.142,-0.953,2.625,3.662,-1.648
0.091,0.150,-0.972,-0.977,4.456,-1.526
0.099,0.134,-0.984,-0.305,3.418,-0.793
0.092,0.131,-0.976,-0.488,-0.427,2.563
0.054,0.142,-0.990,-0.671,-0.916,3.357
0.040,0.142,-1.003,0.793,2.441,1.404
0.045,0.130,-1.000,1.160,2.869,-0.122
0.057,0.128,-0.988,0.732,0.305,-1.343
0.076,0.129,-0.978,0.183,-1.160,-0.854
0.075,0.129,-0.987,0.122,-2.136,0.793
0.068,0.135,-1.003,1.160,-1.770,1.526
0.067,0.140,-0.999,3.113,-2.075,1.953
0.070,0.147,-0.984,3.357,-1.831,1.831
0.068,0.150,-0.984,2.747,-0.854,1.526
0.058,0.145,-0.988,2.502,-1.404,0.977
0.059,0.137,-0.988,1.587,-0.854,-0.061
0.067,0.137,-0.997,0.610,-0.183,-0.183
0.073,0.141,-0.998,0.244,0.122,-0.793
0.093,0.142,-0.988,0.610,0.366,-0.671
0.098,0.143,-0.989,0.732,0.793,-0.122
0.097,0.141,-0.983,0.793,0.671,0.122
0.091,0.142,-0.982,0.488,0.183,1.221
0.070,0.148,-0.992,0.427,0.000,1.160
0.065,0.146,-0.995,0.488,0.122,0.610
0.064,0.145,-0.995,0.732,0.732,-0.366
0.069,0.143,-0.988,0.977,0.671,-0.671
0.074,0.138,-0.981,0.488,0.549,-0.366
0.079,0.135,-0.987,-0.183,0.061,0.122

-0.145,0.205,-2.420,182.495,180.786,-70.679
-0.213,0.264,-2.408,251.831,123.474,-76.599
-0.278,0.239,-2.191,279.480,73.975,-83.801
-0.308,0.193,-1.985,324.951,33.325,-95.703
-0.322,0.209,-1.915,344.849,52.490,-100.220
-0.370,0.236,-1.815,371.887,106.812,-109.070
-0.423,0.234,-1.792,382.446,118.286,-119.446
-0.506,0.192,-1.786,389.954,104.797,-132.751
-0.505,0.163,-1.724,433.044,57.251,-167.053
-0.378,0.020,-1.400,467.163,30.396,-183.105
-0.214,-0.092,-1.178,525.757,-9.338,-209.717
0.213,-0.347,-0.696,545.593,-15.930,-212.158
0.394,-0.459,-0.464,556.885,-2.869,-181.396
0.570,-0.557,-0.089,547.913,12.390,-154.785
0.602,-0.569,0.048,515.076,33.875,-113.770
0.631,-0.602,0.261,500.183,32.898,-103.455
0.624,-0.631,0.388,473.022,8.728,-96.558
0.510,-0.708,0.760,456.177,-14.587,-99.487
0.426,-0.784,1.036,403.137,-80.261,-118.774
0.279,-1.006,1.704,361.633,-118.347,-127.869
0.213,-1.117,2.055,263.428,-159.058,-130.493
0.108,-1.212,2.624,203.674,-153.870,-124.573
0.114,-1.160,2.703,131.409,-135.559,-112.976
0.205,-0.893,2.248,-32.715,-74.341,-62.866
0.210,-0.726,1.844,-100.952,-41.565,-26.672
0.088,-0.406,1.253,-183.899,6.775,31.372
0.050,-0.266,1.106,-210.388,17.883,41.687
0.062,-0.156,1.011,-260.498,8.301,29.358
0.182,-0.011,0.903,-286.194,-9.644,20.203
0.240,0.034,0.878,-339.416,-41.138,22.034
0.237,0.071,0.766,-368.225,-43.152,30.457
0.199,0.090,0.649,-414.917,-18.921,48.767
0.197,0.204,0.339,-423.523,-3.723,58.960
0.194,0.296,0.254,-417.908,14.282,80.566
0.150,0.425,0.161,-424.561,11.169,83.923
0.134,0.441,0.068,-462.036,-14.404,68.115
0.106,0.440,-0.183,-475.342,-27.344,54.932
0.094,0.451,-0.307,-477.844,-26.733,39.978
0.078,0.442,-0.557,-474.731,-9.155,41.321
0.066,0.413,-0.668,-463.135,24.719,56.580
0.006,0.401,-0.921,-452.942,25.879,63.232
-0.030,0.432,-1.063,-404.297,19.348,58.044
-0.081,0.385,-1.261,-367.371,31.799,49.683
-0.080,0.324,-1.326,-310.364,58.228,39.490
-0.040,0.269,-1.474,-294.067,43.701,38.635
-0.017,0.264,-1.523,-252.747,-28.259,38.940
-0.029,0.192,-1.536,-224.243,-54.932,41.443
-0.091,0.165,-1.520,-197.510,-56.458,44.556
-0.167,0.191,-1.508,-164.124,-15.930,36.072
-0.141,0.203,-1.522,-155.579,-6.042,22.156
-0.002,0.217,-1.502,-133.362,-21.606,0.916
0.021,0.218,-1.449,-114.441,-34.546,1.770
-0.020,0.227,-1.286,-80.322,-41.443,9.399
-0.031,0.239,-1.222,-74.768,-38.330,7.935
-0.010,0.269,-1.151,-73.730,-22.400,-1.038
0.092,0.271,-1.036,-73.669,-22.766,-2.747
0.114,0.244,-1.024,-73.303,-27.832,0.488
0.064,0.234,-1.036,-66.467,-14.648,0.610
0.052,0.235,-1.041,-51.208,19.226,-4.883
0.079,0.194,-1.079,-48.462,22.461,-8.179
0.094,0.165,-1.107,-45.227,12.451,-7.263
0.082,0.140,-1.135,-42.847,9.460,-4.211
0.077,0.141,-1.141,-38.330,8.057,-1.404
0.072,0.162,-1.159,-34.851,8.972,-1.526
0.073,0.167,-1.155,-24.109,10.071,-1.770
0.057,0.155,-1.122,-19.592,7.690,-1.831
0.048,0.155,-1.107,-14.587,-1.892,-1.648
0.034,0.168,-1.100,-12.695,-4.883,-1.282
0.033,0.173,-1.093,-8.423,-2.502,-2.136
0.047,0.175,-1.085,-7.080,-1.892,-2.747
0.043,0.175,-1.084,-3.113,-3.906,-3.296
0.027,0.164,-1.063,-0.793,-3.296,-3.784
0.029,0.156,-1.056,1.282,1.709,-4.883
0.057,0.144,-1.048,1.526,2.686,-4.822
0.060,0.146,-1.050,2.747,-0.305,-2.686
0.044,0.166,-1.040,4.944,-1.770,-2.014
0.039,0.166,-1.020,8.667,-3.296,-2.808
0.051,0.156,-0.979,8.423,-3.784,-3.113
0.060,0.160,-0.970,4.944,-3.540,-2.319
0.067,0.167,-0.957,3.357,-2.563,-1.404
0.063,0.169,-0.954,2.502,-1.160,-0.366
0.047,0.175,-0.956,2.136,1.221,0.488
0.045,0.175,-0.956,2.014,1.282,-0.061
0.050,0.172,-0.953,1.343,1.404,-0.732
0.058,0.164,-0.962,0.366,1.953,-0.244
0.051,0.162,-0.975,-0.244,2.747,0.305
0.049,0.154,-0.987,-0.671,2.075,0.549
0.050,0.153,-0.996,-2.197,-1.892,2.014
0.036,0.163,-0.995,-0.916,-2.136,1.770
0.036,0.160,-0.982,1.343,1.953,0.366
0.038,0.161,-0.985,0.732,3.906,0.427
0.030,0.171,-0.995,0.610,4.944,0.244
0.027,0.167,-0.982,0.732,3.479,-0.549
0.031,0.163,-0.976,-2.014,0.183,-0.122
0.025,0.180,-0.990,-2.136,0.671,0.061
0.027,0.177,-0.992,-0.183,2.686,-1.526
0.037,0.171,-0.990,0.122,2.747,-1.709
0.034,0.173,-0.991,0.610,2.441,-1.282
0.034,0.165,-0.987,0.671,1.953,-1.648
0.038,0.160,-0.987,0.183,1.221,-1.526
0.035,0.173,-0.996,-0.732,1.160,0.061
0.032,0.176,-0.999,-0.427,1.892,0.244
0.033,0.169,-1.004,0.366,2.014,-0.549
0.031,0.171,-1.005,1.038,1.587,-0.977
0.030,0.172,-1.001,2.625,1.343,-1.709
0.040,0.158,-0.997,2.380,1.404,-1.892
0.048,0.159,-0.999,0.977,2.502,-0.732
0.053,0.168,-1.004,0.610,1.587,0.488
0.048,0.170,-1.006,1.892,-0.183,0.732
0.034,0.170,-0.988,2.869,0.061,0.671
0.026,0.174,-0.983,2.502,-0.305,0.610
0.021,0.178,-0.983,2.319,0.366,0.244
0.024,0.175,-0.982,1.892,1.648,-0.671
0.031,0.170,-0.992,1.343,1.709,-0.610
0.029,0.172,-0.998,1.770,3.174,-0.061
0.028,0.175,-0.997,2.258,3.662,-0.122
0.031,0.177,-0.992,2.563,2.869,-0.244
0.033,0.181,-0.980,2.502,-0.122,0.061
0.029,0.182,-0.976,2.197,-0.061,0.305

-0.412,0.046,-2.656,33.997,217.957,-47.546
-0.433,-0.042,-3.066,99.304,164.856,-85.388
-0.416,-0.131,-3.052,222.351,64.575,-110.046
-0.405,-0.251,-2.673,281.006,27.405,-116.394
-0.406,-0.258,-2.427,367.859,2.380,-129.883
-0.348,-0.226,-1.911,401.489,1.770,-138.977
-0.274,-0.294,-1.440,455.627,-15.503,-151.123
-0.247,-0.342,-1.266,474.182,-29.907,-153.137
-0.194,-0.389,-0.905,513.000,-54.443,-155.151
-0.132,-0.428,-0.681,538.757,-57.068,-149.597
0.051,-0.479,-0.290,532.166,-50.903,-140.564
0.142,-0.462,-0.152,512.451,-26.062,-114.502
0.233,-0.474,0.038,510.803,-10.010,-102.417
0.241,-0.482,0.125,517.334,15.198,-90.454
0.257,-0.481,0.330,513.916,20.691,-91.431
0.275,-0.481,0.444,488.464,9.216,-97.778
0.321,-0.488,0.752,467.529,-5.188,-96.863
0.315,-0.467,0.909,407.776,-40.344,-83.679
0.258,-0.396,1.155,380.371,-54.016,-81.238
0.219,-0.385,1.293,341.431,-70.190,-88.562
0.112,-0.439,1.680,322.388,-72.144,-94.360
0.077,-0.474,1.887,246.887,-76.965,-109.375
0.093,-0.469,2.090,184.937,-89.783,-114.868
0.154,-0.446,2.078,51.819,-105.347,-102.356
0.290,-0.358,1.860,-1.709,-86.121,-79.712
0.342,-0.293,1.677,-79.102,-22.156,-21.240
0.338,-0.116,1.341,-106.018,1.648,4.700
0.286,-0.012,1.219,-148.010,16.113,34.851
0.210,0.166,1.053,-165.161,11.292,38.635
0.198,0.228,1.012,-196.350,-10.010,32.593
0.198,0.283,0.954,-213.440,-22.522,27.039
0.209,0.278,0.910,-246.826,-38.269,20.691
0.211,0.265,0.806,-259.766,-39.307,22.583
0.203,0.291,0.768,-276.428,-27.222,35.767
0.172,0.371,0.706,-283.752,-17.822,44.067
0.156,0.401,0.656,-306.152,-9.705,55.054
0.133,0.436,0.537,-323.547,-14.038,55.420
0.125,0.443,0.469,-367.615,-32.654,49.377
0.097,0.467,0.268,-387.146,-39.001,46.082
0.079,0.477,0.148,-403.015,-30.579,46.387
0.064,0.469,-0.080,-399.963,-22.217,50.293
0.051,0.469,-0.182,-380.310,-11.292,58.411
0.028,0.478,-0.352,-368.469,-7.812,58.899
0.017,0.482,-0.463,-356.140,14.038,57.739
-0.070,0.537,-0.799,-349.915,39.368,60.303
-0.125,0.580,-0.990,-318.481,62.805,60.669
-0.136,0.624,-1.193,-296.082,35.950,52.063
-0.088,0.623,-1.176,-255.554,-68.359,27.710
-0.019,0.592,-0.987,-238.770,-106.628,20.203
-0.017,0.546,-0.881,-225.708,-117.737,16.113
-0.065,0.433,-0.797,-223.816,-58.105,14.038
-0.090,0.388,-0.854,-235.779,-10.254,13.550
-0.105,0.358,-1.112,-265.381,54.626,7.935
-0.071,0.375,-1.233,-258.057,48.157,-0.671
0.031,0.375,-1.308,-231.750,21.912,-1.831
0.032,0.312,-1.256,-197.144,-5.920,1.709
-0.035,0.219,-1.097,-154.907,-25.085,12.329
-0.043,0.217,-1.085,-156.433,-22.156,13.611
-0.021,0.236,-1.221,-165.100,-18.738,9.827
-0.005,0.212,-1.289,-157.471,-15.869,6.653
0.002,0.170,-1.322,-124.512,4.150,-3.418
0.015,0.139,-1.265,-105.835,18.066,-4.150
0.036,0.099,-1.218,-81.665,7.141,1.648
0.047,0.068,-1.362,-80.811,-10.864,2.502
0.049,0.100,-1.446,-76.355,-14.832,2.319
0.086,0.138,-1.437,-62.195,-14.343,3.113
0.100,0.140,-1.358,-25.818,-35.767,2.075
0.106,0.138,-1.174,-15.991,-46.326,3.784
0.077,0.161,-1.110,-14.343,-39.917,10.498
0.023,0.226,-1.068,-17.212,-28.503,9.399
0.028,0.229,-1.073,-21.667,-16.296,-0.366
0.058,0.183,-1.064,-19.165,-14.771,-2.930
0.071,0.158,-1.047,-13.184,-16.602,-1.770
0.068,0.148,-1.032,-12.817,-15.808,-0.305
0.067,0.150,-1.046,-12.512,-1.831,-0.488
0.076,0.147,-1.091,-11.902,5.188,-1.343
0.083,0.140,-1.103,-8.545,3.418,-2.563
0.082,0.130,-1.077,-6.714,-1.526,-2.991
0.070,0.136,-1.066,-2.869,-2.808,-0.916
0.060,0.147,-1.042,-0.732,0.305,-0.122
0.064,0.149,-1.030,-0.122,1.953,0.000
0.055,0.162,-1.016,0.610,2.014,0.183
0.050,0.164,-1.004,4.028,2.014,0.061
0.043,0.154,-0.978,3.845,-0.305,-0.122
0.033,0.149,-0.976,2.014,-2.502,-0.366
0.029,0.146,-0.986,1.526,0.122,-0.427
0.039,0.145,-0.992,1.160,0.427,-1.404
0.050,0.146,-1.005,2.075,-1.404,-2.075
0.056,0.144,-0.997,4.883,-0.427,-2.808
0.087,0.126,-0.980,3.906,0.244,-2.136
0.089,0.135,-0.988,1.160,1.770,1.038
0.068,0.153,-0.998,1.709,3.723,1.709
0.065,0.148,-0.996,2.075,5.127,1.587
0.052,0.145,-0.998,2.075,4.700,1.160
0.048,0.142,-0.994,2.319,4.272,1.038
0.046,0.141,-0.991,1.648,3.235,0.732
0.042,0.157,-0.995,1.404,3.601,0.488
0.046,0.163,-0.993,2.869,2.075,0.000
0.040,0.167,-0.973,3.967,-0.183,-0.122
0.031,0.166,-0.960,4.456,-1.892,-0.488
0.032,0.153,-0.955,3.540,-0.366,-0.427
0.039,0.149,-0.963,0.244,1.892,0.488
0.040,0.154,-0.986,-0.793,1.831,0.793
0.035,0.156,-0.991,-0.244,0.244,0.061
0.025,0.156,-0.992,0.488,-0.732,-0.793
0.025,0.158,-0.990,1.038,-0.916,-2.563
0.041,0.160,-0.986,0.244,-1.038,-3.052
0.047,0.161,-0.989,-0.977,-1.282,-3.113
0.058,0.156,-1.000,-0.977,-0.366,-2.808
0.062,0.155,-1.005,-0.916,-0.488,-1.770
0.063,0.154,-1.011,-0.671,-1.770,-1.465
0.060,0.155,-1.012,1.038,-1.587,-0.549
0.050,0.157,-1.007,1.770,-0.916,-0.244
0.050,0.154,-1.005,1.526,-1.343,-0.305
0.055,0.157,-1.001,1.404,-1.526,-0.122
0.054,0.159,-1.001,1.648,-0.122,0.305
0.055,0.159,-0.999,2.014,0.854,0.122
0.058,0.159,-0.996,2.197,0.000,-0.549
0.048,0.165,-0.990,2.136,-0.549,-0.366

