aX,aY,aZ,gX,gY,gZ
0.328,-0.350,0.864,-0.122,3.174,1.099
0.335,-0.353,0.869,-1.160,-0.366,0.183
0.330,-0.354,0.873,-1.282,-0.916,0.305
0.330,-0.354,0.875,0.610,0.793,0.610
0.331,-0.352,0.885,0.366,0.183,0.977
0.327,-0.349,0.885,-0.854,-1.038,1.648
0.313,-0.343,0.879,0.305,-0.122,1.282
0.315,-0.341,0.884,1.892,0.061,-0.610
0.320,-0.341,0.892,0.305,-1.526,-1.038
0.321,-0.344,0.888,-0.977,-1.709,-0.793
0.322,-0.347,0.891,-0.244,-0.305,-0.183
0.323,-0.346,0.895,-0.793,0.854,1.404
0.318,-0.342,0.888,-1.892,0.427,1.587

-0.965,-2.195,0.005,46.387,10.193,-116.089
-0.880,-2.472,0.130,65.125,41.565,-190.186
-0.277,-2.865,0.218,50.232,44.800,-214.722
0.177,-2.915,0.183,26.550,80.566,-175.598
0.891,-2.762,-0.004,19.287,118.958,-99.976
0.853,-2.560,-0.121,-19.165,166.077,102.600
0.059,-2.077,-0.280,-44.800,153.076,180.176
-0.591,-1.611,-0.310,-94.971,74.341,218.079
-0.699,-1.452,-0.321,-115.723,23.254,191.650
-0.617,-1.183,-0.221,-123.474,-62.622,132.385
-0.495,-1.025,-0.078,-106.445,-76.294,119.873
-0.254,-0.628,0.274,-61.890,-42.114,137.756
-0.156,-0.404,0.415,-46.509,-12.878,156.006
0.104,0.068,0.681,-33.875,19.104,173.889
0.192,0.274,0.794,-41.748,2.502,162.048
0.194,0.442,0.886,-39.551,-7.324,143.127
0.197,0.455,0.939,-26.367,-15.259,115.906
0.382,0.535,1.262,15.076,-40.894,56.885
0.466,0.586,1.512,29.968,-57.190,39.551
0.470,0.579,1.723,28.809,-55.847,27.954
0.425,0.399,1.787,14.404,-32.593,23.987
0.423,0.297,1.661,-12.878,9.338,26.428
0.368,0.183,1.359,-17.090,19.226,31.494
0.326,0.143,1.242,-8.728,22.888,28.992
0.261,0.082,1.122,-2.014,16.968,21.545
0.244,0.026,1.095,6.531,1.465,-0.244
0.292,-0.104,1.056,6.287,-4.150,-8.423
0.318,-0.166,1.023,-3.418,-10.864,-6.531
0.298,-0.200,0.934,-6.775,-8.057,-0.488
0.255,-0.194,0.890,-2.136,3.845,10.681
0.166,-0.176,0.848,2.930,6.714,10.742
0.143,-0.183,0.847,7.080,0.122,-1.892
0.182,-0.250,0.853,5.798,-6.165,-11.597
0.223,-0.287,0.855,5.554,-10.010,-23.804
0.278,-0.340,0.861,8.179,-5.371,-24.231
0.298,-0.369,0.862,11.230,7.385,-18.982
0.357,-0.429,0.863,8.057,8.789,-15.747
0.378,-0.455,0.854,-0.732,3.418,-12.268
0.405,-0.484,0.848,-1.343,1.282,-11.597
0.410,-0.484,0.861,2.869,2.747,-7.812
0.393,-0.470,0.904,4.211,5.188,-4.211
0.375,-0.454,0.927,-0.061,8.789,2.930
0.327,-0.402,0.935,-4.944,10.437,5.310
0.307,-0.376,0.915,-10.864,13.733,5.615
0.293,-0.346,0.889,-10.559,13.123,3.662
0.301,-0.340,0.888,-10.071,10.254,1.038
0.318,-0.337,0.885,-9.949,2.930,-2.075
0.322,-0.337,0.883,-8.789,1.892,-2.136
0.330,-0.342,0.871,-4.944,4.028,-1.831
0.335,-0.346,0.860,-3.418,4.211,-2.258
0.353,-0.371,0.852,-0.610,0.000,-3.906
0.364,-0.384,0.865,0.916,-3.113,-4.822
0.376,-0.398,0.887,1.770,-5.432,-3.601
0.373,-0.396,0.887,1.282,-4.395,-0.854
0.339,-0.381,0.872,0.916,-0.549,5.066
0.335,-0.376,0.867,1.160,0.244,5.127
0.339,-0.371,0.864,-1.770,-5.737,1.892
0.327,-0.361,0.852,-2.136,-7.446,2.136
0.304,-0.347,0.847,4.578,-0.061,4.822
0.270,-0.331,0.854,7.568,2.319,3.967
0.275,-0.331,0.866,2.502,-6.287,-1.160
0.285,-0.347,0.859,-0.977,-9.521,-2.014
0.290,-0.359,0.851,3.479,-2.075,-0.488
0.293,-0.372,0.868,7.385,1.648,0.183
0.301,-0.379,0.889,5.005,-1.282,-1.953
0.325,-0.391,0.903,-0.793,-4.272,-2.441
0.326,-0.394,0.891,-4.150,-0.854,0.671
0.322,-0.385,0.884,-1.343,2.625,2.258
0.319,-0.376,0.892,-0.793,1.648,2.686
0.304,-0.359,0.893,-2.319,0.183,2.441
0.302,-0.361,0.888,-1.892,2.441,2.625
0.322,-0.365,0.890,-2.258,3.174,2.930
0.331,-0.366,0.886,-7.324,1.770,5.127
0.353,-0.372,0.873,-9.338,1.831,7.385
0.360,-0.372,0.872,-11.902,2.197,13.062
0.356,-0.370,0.866,-13.000,2.075,14.038
0.350,-0.356,0.867,-12.878,2.258,13.550
0.335,-0.339,0.879,-8.728,2.563,12.756
0.325,-0.332,0.886,-7.568,2.136,13.306
0.295,-0.307,0.877,-7.568,2.258,12.512
0.279,-0.295,0.867,-5.920,3.357,10.498
0.269,-0.291,0.864,0.854,4.028,3.479
0.273,-0.294,0.875,2.136,1.709,-0.732
0.278,-0.301,0.875,1.831,-2.869,-7.568
0.304,-0.331,0.883,2.930,-2.136,-9.399
0.326,-0.348,0.890,2.930,0.244,-6.226
0.334,-0.359,0.887,1.221,0.977,-2.686
0.331,-0.361,0.875,0.427,2.747,-0.244
0.350,-0.365,0.867,0.854,2.197,-1.221
0.362,-0.365,0.865,-0.366,-1.587,-1.709
0.369,-0.360,0.863,-0.793,-2.441,-0.366
0.362,-0.356,0.862,0.549,-1.099,3.479
0.344,-0.345,0.867,1.404,-1.099,4.333
0.338,-0.345,0.871,1.892,-3.601,2.991
0.346,-0.357,0.887,1.892,-4.883,1.953
0.353,-0.363,0.896,0.061,-5.493,3.662
0.342,-0.363,0.901,-1.221,-4.578,5.859
0.328,-0.357,0.899,-2.197,-2.930,8.057
0.302,-0.340,0.897,-2.197,-2.991,7.446
0.292,-0.333,0.896,-1.526,-2.258,4.761
0.296,-0.332,0.892,-1.404,-1.160,3.906
0.298,-0.330,0.885,-3.052,-1.282,3.418
0.293,-0.322,0.875,-3.052,-1.099,2.808
0.291,-0.321,0.875,-1.221,1.038,0.916
0.290,-0.321,0.876,-0.549,1.709,-0.061
0.295,-0.323,0.873,-0.305,1.343,-2.563
0.316,-0.335,0.864,-0.183,0.793,-3.479
0.328,-0.342,0.865,0.061,0.610,-2.808
0.334,-0.342,0.865,-0.305,1.160,-1.709
0.330,-0.340,0.859,-0.549,1.587,-0.732
0.325,-0.339,0.860,0.549,1.343,-0.977
0.327,-0.340,0.867,2.747,1.282,-2.075
0.336,-0.345,0.872,2.991,1.404,-2.441
0.342,-0.346,0.873,2.258,0.916,-2.258
0.348,-0.348,0.876,1.404,0.427,-1.282
0.341,-0.347,0.878,1.282,0.732,0.732
0.326,-0.339,0.890,1.648,0.916,0.977
0.320,-0.335,0.895,0.793,0.427,0.488
0.318,-0.336,0.893,0.061,0.366,0.061

0.611,0.713,1.518,30.396,1.831,-6.775
0.546,0.937,1.612,46.143,13.611,4.395
0.370,1.325,1.699,51.453,21.423,7.080
0.320,1.472,1.700,55.908,21.851,-11.292
0.198,1.568,1.635,53.772,6.592,-67.566
-0.109,1.154,1.206,51.270,1.404,-104.309
-0.301,0.814,0.926,62.134,-10.559,-181.152
-0.654,-0.266,0.359,68.298,-18.005,-216.064
-0.728,-0.936,0.060,53.406,-52.612,-256.531
-0.817,-2.006,-0.455,44.983,-70.374,-254.578
-0.874,-2.370,-0.624,62.744,-58.411,-239.868
-0.968,-3.074,-0.649,85.937,-52.002,-249.817
-0.867,-3.439,-0.387,148.315,-94.238,-316.650
-0.018,-3.473,0.447,169.861,-106.873,-334.717
0.534,-3.169,0.638,135.254,26.367,-196.777
0.887,-2.461,0.281,76.294,115.906,-40.710
0.417,-2.191,0.017,-65.186,140.686,255.615
-0.785,-1.696,-0.287,-115.417,103.638,319.885
-1.086,-1.423,-0.351,-146.057,18.066,269.592
-1.009,-0.965,-0.321,-133.423,-23.560,202.515
-0.791,-0.882,-0.172,-88.257,-83.008,104.614
-0.382,-0.803,0.264,-72.876,-85.388,95.459
-0.226,-0.723,0.433,-62.683,-32.104,132.141
0.030,-0.445,0.664,-63.049,-1.892,160.217
0.054,-0.294,0.742,-77.515,21.301,193.481
0.069,-0.025,0.775,-84.290,23.193,187.927
0.085,0.068,0.763,-66.833,17.151,151.917
0.208,0.279,0.924,-45.593,8.728,130.676
0.251,0.333,1.073,-12.085,-16.907,96.497
0.249,0.373,1.375,-8.179,-27.344,83.801
0.237,0.424,1.510,-21.057,-25.696,72.754
0.189,0.540,1.571,-32.715,-9.155,68.909
0.175,0.560,1.467,-41.321,28.137,56.152
0.136,0.506,1.227,-35.583,31.128,50.476
0.105,0.457,1.159,-16.541,14.587,30.640
0.106,0.279,1.102,-8.423,3.601,14.038
0.148,0.163,1.105,-1.770,-12.329,-19.348
0.263,-0.043,1.127,-2.869,-14.221,-29.236
0.321,-0.137,1.116,-10.681,-8.301,-25.940
0.357,-0.242,1.046,-13.489,-0.977,-15.076
0.326,-0.262,0.989,-9.888,19.409,2.991
0.308,-0.315,0.862,-5.920,24.231,0.000
0.350,-0.355,0.825,0.244,5.066,-23.804
0.462,-0.445,0.861,1.892,-10.742,-30.823
0.488,-0.473,0.904,1.282,-19.226,-18.616
0.432,-0.460,0.931,0.671,-9.155,-5.310
0.381,-0.431,0.911,1.465,14.709,10.559
0.321,-0.369,0.861,1.343,15.503,9.521
0.311,-0.349,0.855,-1.221,-0.793,0.854
0.314,-0.334,0.880,-2.136,-6.531,-1.038
0.309,-0.328,0.888,-1.221,-2.869,0.977
0.289,-0.312,0.887,0.916,1.099,2.319
0.280,-0.308,0.896,2.808,2.380,2.258
0.279,-0.311,0.915,2.014,-0.732,-0.854
0.287,-0.319,0.917,0.671,-1.587,-2.258
0.296,-0.328,0.915,0.366,0.244,-2.869
0.307,-0.338,0.912,0.610,1.404,-2.563
0.311,-0.337,0.911,0.732,0.366,-2.686
0.318,-0.338,0.915,1.099,-0.916,-2.930
0.321,-0.342,0.922,1.038,-2.014,-2.197
0.315,-0.352,0.919,0.183,-1.404,-1.282
0.312,-0.354,0.909,-1.221,-0.427,0.366
0.301,-0.349,0.897,-1.404,-0.427,0.977
0.294,-0.346,0.895,-1.343,0.549,1.831
0.278,-0.337,0.893,-1.953,0.610,2.014
0.271,-0.336,0.888,-3.296,-0.488,0.488
0.281,-0.346,0.886,-3.601,-0.854,-0.549
0.286,-0.350,0.883,-3.906,-0.427,-0.793
0.292,-0.357,0.880,-2.991,0.488,-0.732
0.292,-0.356,0.885,-1.343,1.038,0.793
0.275,-0.348,0.892,-0.671,1.465,1.465
0.272,-0.344,0.892,0.122,2.075,0.122
0.275,-0.338,0.893,-0.183,0.916,-0.977
0.275,-0.338,0.900,-0.793,-0.732,-1.587
0.281,-0.332,0.912,-1.465,-0.183,-1.404
0.282,-0.326,0.910,-2.319,1.831,-0.488
0.280,-0.316,0.900,-2.197,2.869,-0.183
0.281,-0.314,0.890,-2.014,3.418,-1.160
0.292,-0.315,0.878,-1.404,2.747,-2.319
0.300,-0.322,0.883,-0.244,0.671,-3.662
0.319,-0.340,0.898,-0.793,-0.061,-3.174
0.319,-0.342,0.899,-2.502,0.488,-0.122
0.305,-0.336,0.891,-2.808,1.160,0.854
0.299,-0.334,0.887,-1.892,1.465,0.977
0.293,-0.330,0.885,-0.977,1.221,0.610
0.292,-0.329,0.884,0.183,0.427,0.000
0.288,-0.331,0.885,0.854,0.061,-0.244
0.291,-0.333,0.891,0.000,-2.136,-0.732
0.281,-0.332,0.892,-0.977,-2.930,-0.427
0.268,-0.329,0.892,2.075,0.488,-0.061
0.272,-0.332,0.911,3.113,1.770,-1.038
0.281,-0.337,0.913,-1.038,-1.038,-2.319
0.290,-0.350,0.894,-1.465,-0.793,-2.197
0.300,-0.352,0.896,0.061,1.953,-1.038
0.306,-0.345,0.890,-1.282,1.343,0.000
0.300,-0.338,0.877,-1.587,0.977,0.977
0.298,-0.330,0.880,0.122,1.587,0.549
0.297,-0.328,0.888,1.099,1.404,0.183
0.290,-0.330,0.894,1.221,0.305,0.244
0.294,-0.332,0.900,1.282,0.427,0.244
0.300,-0.336,0.906,-1.160,-0.549,1.343
0.298,-0.337,0.903,-2.197,-0.732,1.770
0.298,-0.336,0.902,-1.221,1.282,1.526
0.299,-0.335,0.901,-0.732,2.075,1.770
0.296,-0.335,0.896,-1.343,1.953,2.075
0.301,-0.332,0.889,-2.197,0.732,1.831
0.300,-0.333,0.886,-2.747,-0.793,2.747
0.292,-0.328,0.890,-1.892,-0.061,3.479
0.287,-0.323,0.890,-0.916,1.526,3.723
0.282,-0.321,0.886,-0.732,1.160,3.113
0.284,-0.323,0.889,-0.671,-0.610,1.648
0.292,-0.328,0.893,-0.977,-1.221,1.160
0.294,-0.330,0.893,-0.488,-1.160,0.732
0.299,-0.333,0.902,0.122,-0.427,0.916
0.300,-0.335,0.905,0.244,0.488,1.648
0.297,-0.338,0.910,-0.427,0.061,1.648
0.296,-0.339,0.912,-1.770,-0.793,0.793
0.295,-0.340,0.909,-2.014,-0.488,0.671
0.295,-0.339,0.905,-2.075,1.343,1.404

