-3.19	-7.47	0.55	4.75	-0.32	0.56	-3.39	1.91	1.38	-1.66	8.63	-2.31	1.69
-5.35	-7.60	4.82	4.95	-3.34	0.38	-6.30	1.68	8.19	-1.22	6.02	-1.65	1.07
-6.25	-10.89	4.97	7.55	2.55	1.41	-6.46	-0.43	0.85	-3.43	2.56	1.87	3.47
-7.41	-0.65	-3.43	1.95	3.80	-1.29	-1.46	2.00	-0.02	-1.43	-0.65	-1.13	-0.69
-9.04	-0.72	-1.06	4.25	0.04	-0.37	1.42	1.30	1.08	-0.76	2.35	1.35	0.09
-6.62	-12.42	6.02	9.11	-1.28	-2.72	-0.64	2.93	3.04	-0.70	3.54	-0.48	1.61
-9.38	-9.50	2.46	6.88	-1.77	-2.43	-1.06	2.50	3.37	-0.60	1.85	3.89	2.07
-7.35	-4.31	4.87	9.51	4.08	-1.97	0.45	5.20	0.02	-3.09	2.86	2.67	1.56
-8.95	-1.98	3.73	9.47	1.45	0.85	1.28	1.10	2.16	1.92	2.03	1.71	-0.52
-11.92	-0.99	5.71	12.56	1.54	-1.18	2.10	5.86	4.53	-0.37	-2.69	-0.48	2.97
-6.87	0.47	2.57	4.85	4.00	-2.51	-3.06	2.96	1.85	1.87	1.46	-0.19	-3.68
-17.65	-1.62	1.66	4.69	0.95	-1.34	0.09	2.08	3.23	0.09	-0.14	1.68	-3.00
-15.48	-3.39	0.48	4.76	0.21	1.44	0.13	1.31	-1.08	-4.77	0.23	-0.57	0.08
-9.16	3.08	0.44	1.07	-0.03	-1.70	-1.03	2.56	-0.66	3.46	0.48	1.80	-0.52
-9.26	-1.94	-1.67	3.79	0.54	-3.20	-1.00	0.12	-0.81	-0.30	-1.12	0.72	0.49
-12.03	0.44	-1.77	1.97	0.39	0.76	2.35	2.65	1.60	-0.63	-2.64	-0.32	0.36
-12.28	5.65	2.04	2.61	1.07	-2.78	5.22	1.77	1.15	2.54	-0.25	1.07	-2.93
-10.23	1.16	0.01	5.40	2.01	-2.21	1.19	2.06	1.09	0.61	0.59	-1.70	-0.80
-12.87	5.80	4.31	0.66	3.34	-0.04	1.30	6.38	5.22	3.43	-0.24	-4.90	-6.76
-12.32	4.52	7.00	4.12	1.79	-2.68	0.39	3.40	0.65	1.48	2.09	3.26	-2.51
-6.00	1.95	1.39	3.40	7.33	2.31	-3.56	-0.37	-1.08	-1.62	2.51	0.81	-3.26
-0.33	-2.21	-2.96	4.10	5.89	4.94	-0.96	0.28	-2.89	-5.16	-2.19	-1.68	-3.42
-6.87	1.71	3.74	7.63	5.75	6.03	2.67	-0.17	-1.74	0.35	-1.63	-1.23	-1.06
-3.25	-5.01	-1.75	2.18	3.16	0.44	-2.92	-3.33	-6.33	-0.65	2.97	-5.03	-5.98
-5.18	-5.21	2.84	5.58	3.34	-1.00	-2.26	1.92	-2.11	2.95	6.06	-0.88	-2.71
-5.50	-9.14	3.03	9.14	7.38	2.31	-3.34	0.29	-1.18	2.58	3.21	-2.14	-2.50
-9.90	-11.52	0.26	6.52	6.01	2.08	-4.68	-0.51	1.61	4.26	4.39	0.94	0.29
-0.06	-15.82	0.89	2.00	3.67	-1.89	-4.35	3.56	-2.02	0.18	-2.72	-5.97	0.33
-2.29	-9.73	1.00	8.52	9.64	3.29	-1.32	3.30	-4.38	-3.40	-1.11	-5.03	-1.85
-11.52	-0.64	-3.16	-2.74	-2.05	0.48	-0.93	-1.85	1.20	3.81	2.04	0.83	2.58
-8.43	1.90	2.46	-2.15	-0.35	0.22	1.28	-0.32	-3.28	-0.12	1.17	-1.19	0.37
-0.74	-2.18	0.04	4.91	7.32	4.71	-0.40	1.30	-2.07	0.25	3.58	-2.70	-3.57
-3.09	-3.30	-1.47	5.48	6.34	-0.92	-5.60	-1.00	0.47	2.45	2.50	-0.23	1.57
-9.35	-8.68	-3.03	2.38	5.49	5.65	-1.28	2.81	1.88	6.42	5.95	-1.70	2.68
3.02	0.20	2.22	7.72	9.76	5.84	-2.65	-1.04	-1.49	1.42	0.27	-4.79	0.23
-2.72	-6.41	-3.00	5.84	7.37	8.99	0.49	-0.61	1.22	4.84	4.83	-2.03	-2.27
3.53	-3.56	5.14	10.00	1.71	3.25	1.25	-1.83	-2.02	1.01	1.95	-1.38	2.08
-7.63	1.97	0.43	-2.27	-1.88	3.51	4.26	1.83	-1.95	-1.17	-1.29	2.30	2.83
-7.36	0.44	-3.21	-1.86	-2.60	2.03	2.59	-2.31	-3.19	-3.02	-3.02	0.38	0.96
-2.54	-5.98	-2.73	-6.61	5.33	9.18	-1.16	-3.39	-8.26	-0.00	6.47	4.60	1.45
1.02	-5.65	2.04	-5.13	5.62	11.87	-1.20	-1.28	-6.64	-2.18	6.21	7.19	4.78
-0.65	-4.57	4.15	-4.03	-0.81	7.06	-2.38	-3.71	-5.85	2.30	7.15	2.05	3.99
-1.70	-5.60	-0.33	-4.59	1.84	7.64	-5.43	-6.12	-11.15	-1.77	9.83	5.21	4.05
